filename,label
Gorillaz - Humanz (Full Album)_sec_3400.0_3700.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_34000.0_34300.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_35400.0_35700.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_35800.0_36100.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_37200.0_37500.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_37600.0_37900.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_39000.0_39300.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_39400.0_39700.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_40800.0_41100.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_41200.0_41500.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_4800.0_5100.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_5200.0_5500.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_6600.0_6900.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_7000.0_7300.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_8400.0_8700.0.mp3,2
Gorillaz - Humanz (Full Album)_sec_8800.0_9100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_10200.0_10500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_10600.0_10900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_1200.0_1500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_12000.0_12300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_12400.0_12700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_13800.0_14100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_14200.0_14500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_15600.0_15900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_1600.0_1900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_16000.0_16300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_17400.0_17700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_17800.0_18100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_19200.0_19500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_19600.0_19900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_21000.0_21300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_21400.0_21700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_22800.0_23100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_23200.0_23500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_24600.0_24900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_25000.0_25300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_26400.0_26700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_26800.0_27100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_28200.0_28500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_28600.0_28900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_3000.0_3300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_30000.0_30300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_30400.0_30700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_31800.0_32100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_32200.0_32500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_3400.0_3700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_4800.0_5100.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_5200.0_5500.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_6600.0_6900.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_7000.0_7300.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_8400.0_8700.0.mp3,2
Gorillaz - Plastic Beach (Full Album)_sec_8800.0_9100.0.mp3,2
GunsN'Roses - Use Your Illusion II (Full Album)_sec_10200.0_10500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_10600.0_10900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_1200.0_1500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_12000.0_12300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_12400.0_12700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_13800.0_14100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_14200.0_14500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_15600.0_15900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_1600.0_1900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_16000.0_16300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_17400.0_17700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_17800.0_18100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_19200.0_19500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_19600.0_19900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_21000.0_21300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_21400.0_21700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_22800.0_23100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_23200.0_23500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_24600.0_24900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_25000.0_25300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_26400.0_26700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_26800.0_27100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_28200.0_28500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_28600.0_28900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_3000.0_3300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_30000.0_30300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_30400.0_30700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_31800.0_32100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_32200.0_32500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_33600.0_33900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_3400.0_3700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_34000.0_34300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_35400.0_35700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_35800.0_36100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_37200.0_37500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_37600.0_37900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_39000.0_39300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_39400.0_39700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_40800.0_41100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_41200.0_41500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_42600.0_42900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_43000.0_43300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_44400.0_44700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_44800.0_45100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_4800.0_5100.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_5200.0_5500.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_6600.0_6900.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_7000.0_7300.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_8400.0_8700.0.mp3,9
GunsN'Roses - Use Your Illusion II (Full Album)_sec_8800.0_9100.0.mp3,9
Janis Joplin  - Pearl Full Album 1971_sec_10200.0_10500.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_10600.0_10900.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_1200.0_1500.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_12000.0_12300.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_12400.0_12700.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_13800.0_14100.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_14200.0_14500.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_15600.0_15900.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_1600.0_1900.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_16000.0_16300.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_17400.0_17700.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_17800.0_18100.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_3000.0_3300.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_3400.0_3700.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_4800.0_5100.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_5200.0_5500.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_6600.0_6900.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_7000.0_7300.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_8400.0_8700.0.mp3,0
Janis Joplin  - Pearl Full Album 1971_sec_8800.0_9100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_10200.0_10500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_10600.0_10900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_1200.0_1500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_12000.0_12300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_12400.0_12700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_13800.0_14100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_14200.0_14500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_15600.0_15900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_1600.0_1900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_16000.0_16300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_17400.0_17700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_17800.0_18100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_19200.0_19500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_19600.0_19900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_21000.0_21300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_21400.0_21700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_22800.0_23100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_23200.0_23500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_24600.0_24900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_25000.0_25300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_26400.0_26700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_26800.0_27100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_28200.0_28500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_28600.0_28900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_3000.0_3300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_30000.0_30300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_30400.0_30700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_31800.0_32100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_32200.0_32500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_3400.0_3700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_4800.0_5100.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_5200.0_5500.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_6600.0_6900.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_7000.0_7300.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_8400.0_8700.0.mp3,0
Janis Joplin - Cheap Thrills (Full Album)_sec_8800.0_9100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_10200.0_10500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_10600.0_10900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_1200.0_1500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_12000.0_12300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_12400.0_12700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_13800.0_14100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_14200.0_14500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_15600.0_15900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_1600.0_1900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_16000.0_16300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_17400.0_17700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_17800.0_18100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_19200.0_19500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_19600.0_19900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_21000.0_21300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_21400.0_21700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_22800.0_23100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_23200.0_23500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_24600.0_24900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_25000.0_25300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_26400.0_26700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_26800.0_27100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_28200.0_28500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_28600.0_28900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_3000.0_3300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_30000.0_30300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_30400.0_30700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_31800.0_32100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_32200.0_32500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_33600.0_33900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_3400.0_3700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_34000.0_34300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_35400.0_35700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_35800.0_36100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_37200.0_37500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_37600.0_37900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_39000.0_39300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_39400.0_39700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_40800.0_41100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_41200.0_41500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_42600.0_42900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_43000.0_43300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_44400.0_44700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_44800.0_45100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_46200.0_46500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_46600.0_46900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_4800.0_5100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_48000.0_48300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_48400.0_48700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_49800.0_50100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_50200.0_50500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_51600.0_51900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_5200.0_5500.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_52000.0_52300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_53400.0_53700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_53800.0_54100.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_6600.0_6900.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_7000.0_7300.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_8400.0_8700.0.mp3,0
Jimi Hendrix - Electric Ladyland Redux (2015) Full Album _ Best Songs 2021_sec_8800.0_9100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_10200.0_10500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_10600.0_10900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_1200.0_1500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_12000.0_12300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_12400.0_12700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_13800.0_14100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_14200.0_14500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_15600.0_15900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_1600.0_1900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_16000.0_16300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_17400.0_17700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_17800.0_18100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_19200.0_19500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_19600.0_19900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_21000.0_21300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_21400.0_21700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_22800.0_23100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_23200.0_23500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_24600.0_24900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_25000.0_25300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_26400.0_26700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_26800.0_27100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_28200.0_28500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_28600.0_28900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_3000.0_3300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_30000.0_30300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_30400.0_30700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_31800.0_32100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_32200.0_32500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_33600.0_33900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_3400.0_3700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_34000.0_34300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_35400.0_35700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_35800.0_36100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_37200.0_37500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_37600.0_37900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_39000.0_39300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_39400.0_39700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_40800.0_41100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_41200.0_41500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_42600.0_42900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_43000.0_43300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_44400.0_44700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_4800.0_5100.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_5200.0_5500.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_6600.0_6900.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_7000.0_7300.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_8400.0_8700.0.mp3,0
JIMI HENDRIX - Electric Waltz (1969) - Full Album_sec_8800.0_9100.0.mp3,0
John Coltrane - A Love Supreme [Full Album] (1965)_sec_10200.0_10500.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_10600.0_10900.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_1200.0_1500.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_12000.0_12300.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_12400.0_12700.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_13800.0_14100.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_14200.0_14500.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_15600.0_15900.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_1600.0_1900.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_16000.0_16300.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_17400.0_17700.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_17800.0_18100.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_19200.0_19500.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_3000.0_3300.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_3400.0_3700.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_4800.0_5100.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_5200.0_5500.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_6600.0_6900.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_7000.0_7300.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_8400.0_8700.0.mp3,5
John Coltrane - A Love Supreme [Full Album] (1965)_sec_8800.0_9100.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_10200.0_10500.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_10600.0_10900.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_1200.0_1500.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_12000.0_12300.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_12400.0_12700.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_13800.0_14100.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_14200.0_14500.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_15600.0_15900.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_1600.0_1900.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_16000.0_16300.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_17400.0_17700.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_17800.0_18100.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_19200.0_19500.0.mp3,5
John Coltrane - Giant Steps (2020 Remaster) [Full Album]_sec_19600.0_19900.0.mp3,5
